Country1,Country2,Footrule
DEU,JPN,268.0
DEU,KAZ,106.0
DEU,KOR,204.0
DEU,KSV,164.0
DEU,LTU,70.0
DEU,LUX,188.0
DEU,LVA,172.0
DEU,MAC,174.0
DEU,MAR,166.0
DEU,MDA,158.0
DEU,MEX,104.0
DEU,MLT,132.0
DEU,MNE,188.0
DEU,MYS,144.0
DEU,NLD,210.0
DEU,NOR,164.0
DEU,NZL,130.0
DEU,PAN,162.0
DEU,PER,194.0
DEU,PHL,178.0
DEU,POL,188.0
DEU,PRT,198.0
DEU,QAT,166.0
DEU,QAZ,94.0
DEU,QCI,202.0
DEU,QMR,168.0
DEU,QRT,98.0
DEU,ROU,170.0
DEU,RUS,130.0
DEU,SAU,158.0
DEU,SGP,160.0
DEU,SRB,158.0
DEU,SVK,90.0
DEU,SVN,194.0
DEU,SWE,182.0
DEU,TAP,176.0
DEU,THA,190.0
DEU,TUR,136.0
DEU,UKR,140.0
DEU,URY,224.0
DEU,USA,204.0
DEU,VNM,166.0
DNK,DOM,112.0
DNK,ESP,132.0
DNK,EST,122.0
DNK,FIN,154.0
DNK,FRA,216.0
DNK,GBR,132.0
DNK,GEO,160.0
DNK,GRC,134.0
DNK,HKG,216.0
DNK,HRV,140.0
DNK,HUN,144.0
DNK,IDN,156.0
DNK,IRL,182.0
DNK,ISL,184.0
DNK,ITA,164.0
DNK,JOR,180.0
DNK,JPN,190.0
DNK,KAZ,148.0
DNK,KOR,154.0
DNK,KSV,182.0
DNK,LTU,114.0
DNK,LUX,180.0
DNK,LVA,136.0
DNK,MAC,156.0
DNK,MAR,174.0
DNK,MDA,160.0
DNK,MEX,118.0
DNK,MLT,128.0
DNK,MNE,196.0
DNK,MYS,130.0
DNK,NLD,228.0
DNK,NOR,152.0
DNK,NZL,94.0
DNK,PAN,148.0
DNK,PER,188.0
DNK,PHL,164.0
DNK,POL,218.0
DNK,PRT,190.0
DNK,QAT,146.0
DNK,QAZ,116.0
DNK,QCI,226.0
DNK,QMR,184.0
DNK,QRT,112.0
DNK,ROU,146.0
DNK,RUS,124.0
DNK,SAU,156.0
DNK,SGP,142.0
DNK,SRB,158.0
DNK,SVK,138.0
DNK,SVN,188.0
DNK,SWE,188.0
DNK,TAP,186.0
DNK,THA,156.0
DNK,TUR,188.0
DNK,UKR,118.0
DNK,URY,222.0
DNK,USA,162.0
DNK,VNM,192.0
DOM,ESP,134.0
DOM,EST,166.0
DOM,FIN,208.0
DOM,FRA,156.0
DOM,GBR,204.0
DOM,GEO,148.0
DOM,GRC,104.0
DOM,HKG,172.0
DOM,HRV,130.0
DOM,HUN,126.0
DOM,IDN,170.0
DOM,IRL,228.0
DOM,ISL,184.0
DOM,ITA,172.0
DOM,JOR,112.0
DOM,JPN,270.0
DOM,KAZ,94.0
DOM,KOR,204.0
DOM,KSV,110.0
DOM,LTU,90.0
DOM,LUX,134.0
DOM,LVA,232.0
DOM,MAC,202.0
DOM,MAR,134.0
DOM,MDA,130.0
DOM,MEX,120.0
DOM,MLT,174.0
DOM,MNE,144.0
DOM,MYS,200.0
DOM,NLD,240.0
DOM,NOR,164.0
DOM,NZL,112.0
DOM,PAN,112.0
DOM,PER,188.0
DOM,PHL,160.0
DOM,POL,154.0
DOM,PRT,158.0
DOM,QAT,132.0
DOM,QAZ,100.0
DOM,QCI,242.0
DOM,QMR,134.0
DOM,QRT,124.0
DOM,ROU,128.0
DOM,RUS,96.0
DOM,SAU,130.0
DOM,SGP,186.0
DOM,SRB,106.0
DOM,SVK,110.0
DOM,SVN,170.0
DOM,SWE,188.0
DOM,TAP,198.0
DOM,THA,132.0
DOM,TUR,164.0
DOM,UKR,134.0
DOM,URY,194.0
DOM,USA,196.0
DOM,VNM,204.0
ESP,EST,92.0
ESP,FIN,170.0
ESP,FRA,128.0
ESP,GBR,160.0
ESP,GEO,90.0
ESP,GRC,62.0
ESP,HKG,230.0
ESP,HRV,96.0
ESP,HUN,130.0
ESP,IDN,170.0
ESP,IRL,154.0
ESP,ISL,182.0
ESP,ITA,84.0
ESP,JOR,148.0
ESP,JPN,222.0
ESP,KAZ,102.0
ESP,KOR,158.0
ESP,KSV,124.0
ESP,LTU,76.0
ESP,LUX,164.0
ESP,LVA,162.0
ESP,MAC,172.0
ESP,MAR,128.0
ESP,MDA,226.0
ESP,MEX,134.0
ESP,MLT,84.0
ESP,MNE,118.0
ESP,MYS,210.0
ESP,NLD,244.0
ESP,NOR,198.0
ESP,NZL,88.0
ESP,PAN,124.0
ESP,PER,158.0
ESP,PHL,170.0
ESP,POL,164.0
ESP,PRT,164.0
ESP,QAT,136.0
ESP,QAZ,98.0
ESP,QCI,200.0
ESP,QMR,166.0
ESP,QRT,136.0
ESP,ROU,128.0
ESP,RUS,58.0
ESP,SAU,132.0
ESP,SGP,230.0
ESP,SRB,76.0
ESP,SVK,82.0
ESP,SVN,122.0
ESP,SWE,174.0
ESP,TAP,208.0
ESP,THA,122.0
ESP,TUR,160.0
ESP,UKR,130.0
ESP,URY,182.0
ESP,USA,206.0
ESP,VNM,198.0
EST,FIN,190.0
EST,FRA,196.0
EST,GBR,116.0
EST,GEO,74.0
EST,GRC,86.0
EST,HKG,146.0
EST,HRV,116.0
EST,HUN,146.0
EST,IDN,126.0
EST,IRL,142.0
EST,ISL,194.0
EST,ITA,112.0
EST,JOR,156.0
EST,JPN,178.0
EST,KAZ,112.0
EST,KOR,114.0
EST,KSV,114.0
EST,LTU,124.0
EST,LUX,126.0
EST,LVA,120.0
EST,MAC,180.0
EST,MAR,128.0
EST,MDA,206.0
EST,MEX,122.0
EST,MLT,86.0
EST,MNE,126.0
EST,MYS,160.0
EST,NLD,196.0
EST,NOR,152.0
EST,NZL,88.0
EST,PAN,160.0
EST,PER,132.0
EST,PHL,166.0
EST,POL,184.0
EST,PRT,218.0
EST,QAT,154.0
EST,QAZ,118.0
EST,QCI,150.0
EST,QMR,124.0
EST,QRT,84.0
EST,ROU,142.0
EST,RUS,88.0
EST,SAU,134.0
EST,SGP,210.0
EST,SRB,94.0
EST,SVK,134.0
EST,SVN,106.0
EST,SWE,128.0
EST,TAP,152.0
EST,THA,118.0
EST,TUR,138.0
EST,UKR,78.0
EST,URY,182.0
EST,USA,156.0
EST,VNM,162.0
FIN,FRA,224.0
FIN,GBR,182.0
FIN,GEO,196.0
FIN,GRC,172.0
FIN,HKG,252.0
FIN,HRV,124.0
FIN,HUN,196.0
FIN,IDN,220.0
FIN,IRL,148.0
FIN,ISL,218.0
FIN,ITA,140.0
FIN,JOR,214.0
FIN,JPN,246.0
FIN,KAZ,224.0
FIN,KOR,188.0
FIN,KSV,218.0
FIN,LTU,202.0
FIN,LUX,188.0
FIN,LVA,198.0
FIN,MAC,218.0
FIN,MAR,214.0
FIN,MDA,228.0
FIN,MEX,204.0
FIN,MLT,148.0
FIN,MNE,162.0
FIN,MYS,216.0
FIN,NLD,252.0
FIN,NOR,248.0
FIN,NZL,152.0
FIN,PAN,214.0
FIN,PER,228.0
FIN,PHL,280.0
FIN,POL,202.0
FIN,PRT,268.0
FIN,QAT,176.0
FIN,QAZ,160.0
FIN,QCI,188.0
FIN,QMR,262.0
FIN,QRT,188.0
FIN,ROU,216.0
FIN,RUS,172.0
FIN,SAU,224.0
FIN,SGP,214.0
FIN,SRB,202.0
FIN,SVK,162.0
FIN,SVN,198.0
FIN,SWE,186.0
FIN,TAP,220.0
FIN,THA,190.0
FIN,TUR,282.0
FIN,UKR,220.0
FIN,URY,230.0
FIN,USA,188.0
FIN,VNM,218.0
FRA,GBR,190.0
FRA,GEO,200.0
FRA,GRC,134.0
FRA,HKG,230.0
FRA,HRV,132.0
FRA,HUN,162.0
FRA,IDN,196.0
FRA,IRL,188.0
FRA,ISL,154.0
FRA,ITA,142.0
FRA,JOR,158.0
FRA,JPN,296.0
FRA,KAZ,132.0
FRA,KOR,266.0
FRA,KSV,130.0
FRA,LTU,146.0
FRA,LUX,188.0
FRA,LVA,224.0
FRA,MAC,220.0
FRA,MAR,148.0
FRA,MDA,176.0
FRA,MEX,202.0
FRA,MLT,138.0
FRA,MNE,160.0
FRA,MYS,196.0
FRA,NLD,192.0
FRA,NOR,222.0
FRA,NZL,158.0
FRA,PAN,144.0
FRA,PER,204.0
FRA,PHL,214.0
FRA,POL,126.0
FRA,PRT,128.0
FRA,QAT,132.0
FRA,QAZ,140.0
FRA,QCI,262.0
FRA,QMR,212.0
FRA,QRT,162.0
FRA,ROU,158.0
FRA,RUS,126.0
FRA,SAU,162.0
FRA,SGP,248.0
FRA,SRB,166.0
FRA,SVK,132.0
FRA,SVN,178.0
FRA,SWE,200.0
FRA,TAP,184.0
FRA,THA,160.0
FRA,TUR,158.0
FRA,UKR,204.0
FRA,URY,178.0
FRA,USA,224.0
FRA,VNM,184.0
GBR,GEO,150.0
GBR,GRC,118.0
GBR,HKG,182.0
GBR,HRV,158.0
GBR,HUN,252.0
GBR,IDN,188.0
GBR,IRL,148.0
GBR,ISL,230.0
GBR,ITA,158.0
GBR,JOR,192.0
GBR,JPN,182.0
GBR,KAZ,154.0
GBR,KOR,216.0
GBR,KSV,148.0
GBR,LTU,202.0
GBR,LUX,160.0
GBR,LVA,132.0
GBR,MAC,188.0
GBR,MAR,168.0
GBR,MDA,222.0
GBR,MEX,200.0
GBR,MLT,124.0
GBR,MNE,148.0
GBR,MYS,168.0
GBR,NLD,184.0
GBR,NOR,184.0
GBR,NZL,118.0
GBR,PAN,208.0
GBR,PER,230.0
GBR,PHL,246.0
GBR,POL,188.0
GBR,PRT,240.0
GBR,QAT,166.0
GBR,QAZ,184.0
GBR,QCI,170.0
GBR,QMR,202.0
GBR,QRT,154.0
GBR,ROU,148.0
GBR,RUS,118.0
GBR,SAU,162.0
GBR,SGP,212.0
GBR,SRB,132.0
GBR,SVK,194.0
GBR,SVN,162.0
GBR,SWE,164.0
GBR,TAP,178.0
GBR,THA,158.0
GBR,TUR,144.0
GBR,UKR,122.0
GBR,URY,222.0
GBR,USA,90.0
GBR,VNM,150.0
GEO,GRC,88.0
GEO,HKG,182.0
GEO,HRV,124.0
GEO,HUN,182.0
GEO,IDN,166.0
GEO,IRL,176.0
GEO,ISL,226.0
GEO,ITA,108.0
GEO,JOR,156.0
GEO,JPN,184.0
GEO,KAZ,122.0
GEO,KOR,180.0
GEO,KSV,112.0
GEO,LTU,134.0
GEO,LUX,166.0
GEO,LVA,152.0
GEO,MAC,182.0
GEO,MAR,126.0
GEO,MDA,236.0
GEO,MEX,160.0
GEO,MLT,114.0
GEO,MNE,88.0
GEO,MYS,226.0
GEO,NLD,258.0
GEO,NOR,192.0
GEO,NZL,124.0
GEO,PAN,162.0
GEO,PER,162.0
GEO,PHL,168.0
GEO,POL,188.0
GEO,PRT,226.0
GEO,QAT,132.0
GEO,QAZ,120.0
GEO,QCI,186.0
GEO,QMR,160.0
GEO,QRT,126.0
GEO,ROU,150.0
GEO,RUS,90.0
GEO,SAU,162.0
GEO,SGP,250.0
GEO,SRB,60.0
GEO,SVK,130.0
GEO,SVN,114.0
GEO,SWE,170.0
GEO,TAP,220.0
GEO,THA,124.0
GEO,TUR,172.0
GEO,UKR,118.0
GEO,URY,182.0
GEO,USA,194.0
GEO,VNM,198.0
GRC,HKG,192.0
GRC,HRV,104.0
GRC,HUN,158.0
GRC,IDN,166.0
GRC,IRL,152.0
GRC,ISL,204.0
GRC,ITA,76.0
GRC,JOR,136.0
GRC,JPN,228.0
GRC,KAZ,92.0
GRC,KOR,168.0
GRC,KSV,96.0
GRC,LTU,100.0
GRC,LUX,138.0
GRC,LVA,156.0
GRC,MAC,186.0
GRC,MAR,100.0
GRC,MDA,208.0
GRC,MEX,162.0
GRC,MLT,94.0
GRC,MNE,96.0
GRC,MYS,224.0
GRC,NLD,234.0
GRC,NOR,194.0
GRC,NZL,74.0
GRC,PAN,102.0
GRC,PER,178.0
GRC,PHL,202.0
GRC,POL,114.0
GRC,PRT,168.0
GRC,QAT,128.0
GRC,QAZ,106.0
GRC,QCI,198.0
GRC,QMR,138.0
GRC,QRT,130.0
GRC,ROU,120.0
GRC,RUS,34.0
GRC,SAU,102.0
GRC,SGP,218.0
GRC,SRB,76.0
GRC,SVK,96.0
GRC,SVN,88.0
GRC,SWE,178.0
GRC,TAP,192.0
GRC,THA,90.0
GRC,TUR,146.0
GRC,UKR,102.0
GRC,URY,158.0
GRC,USA,160.0
GRC,VNM,168.0
HKG,HRV,212.0
HKG,HUN,176.0
HKG,IDN,178.0
HKG,IRL,214.0
HKG,ISL,226.0
HKG,ITA,224.0
HKG,JOR,154.0
HKG,JPN,166.0
HKG,KAZ,176.0
HKG,KOR,144.0
HKG,KSV,118.0
HKG,LTU,214.0
HKG,LUX,154.0
HKG,LVA,222.0
HKG,MAC,180.0
HKG,MAR,242.0
HKG,MDA,192.0
HKG,MEX,184.0
HKG,MLT,190.0
HKG,MNE,190.0
HKG,MYS,178.0
HKG,NLD,156.0
HKG,NOR,172.0
HKG,NZL,144.0
HKG,PAN,234.0
HKG,PER,228.0
HKG,PHL,230.0
HKG,POL,184.0
HKG,PRT,222.0
HKG,QAT,178.0
HKG,QAZ,220.0
HKG,QCI,180.0
HKG,QMR,152.0
HKG,QRT,184.0
HKG,ROU,110.0
HKG,RUS,188.0
HKG,SAU,158.0
HKG,SGP,200.0
HKG,SRB,168.0
HKG,SVK,232.0
HKG,SVN,186.0
HKG,SWE,188.0
HKG,TAP,140.0
HKG,THA,184.0
HKG,TUR,142.0
HKG,UKR,138.0
HKG,URY,268.0
HKG,USA,178.0
HKG,VNM,218.0
HRV,HUN,112.0
HRV,IDN,164.0
HRV,IRL,110.0
HRV,ISL,146.0
HRV,ITA,92.0
HRV,JOR,142.0
HRV,JPN,240.0
HRV,KAZ,110.0
HRV,KOR,174.0
HRV,KSV,114.0
HRV,LTU,88.0
HRV,LUX,132.0
HRV,LVA,164.0
HRV,MAC,220.0
HRV,MAR,136.0
HRV,MDA,230.0
HRV,MEX,148.0
HRV,MLT,82.0
HRV,MNE,124.0
HRV,MYS,188.0
HRV,NLD,224.0
HRV,NOR,192.0
HRV,NZL,120.0
HRV,PAN,128.0
HRV,PER,148.0
HRV,PHL,228.0
HRV,POL,124.0
HRV,PRT,190.0
HRV,QAT,86.0
HRV,QAZ,48.0
HRV,QCI,158.0
HRV,QMR,150.0
HRV,QRT,82.0
HRV,ROU,172.0
HRV,RUS,82.0
HRV,SAU,150.0
HRV,SGP,212.0
HRV,SRB,122.0
HRV,SVK,60.0
HRV,SVN,118.0
HRV,SWE,94.0
HRV,TAP,186.0
HRV,THA,164.0
HRV,TUR,178.0
HRV,UKR,144.0
HRV,URY,184.0
HRV,USA,196.0
HRV,VNM,192.0
HUN,IDN,186.0
HUN,IRL,188.0
HUN,ISL,188.0
HUN,ITA,156.0
HUN,JOR,150.0
HUN,JPN,242.0
HUN,KAZ,110.0
HUN,KOR,146.0
HUN,KSV,148.0
HUN,LTU,72.0
HUN,LUX,148.0
HUN,LVA,190.0
HUN,MAC,174.0
HUN,MAR,172.0
HUN,MDA,200.0
HUN,MEX,102.0
HUN,MLT,156.0
HUN,MNE,190.0
HUN,MYS,120.0
HUN,NLD,162.0
HUN,NOR,180.0
HUN,NZL,152.0
HUN,PAN,126.0
HUN,PER,128.0
HUN,PHL,180.0
HUN,POL,150.0
HUN,PRT,144.0
HUN,QAT,150.0
HUN,QAZ,90.0
HUN,QCI,222.0
HUN,QMR,112.0
HUN,QRT,116.0
HUN,ROU,140.0
HUN,RUS,142.0
HUN,SAU,124.0
HUN,SGP,176.0
HUN,SRB,184.0
HUN,SVK,106.0
HUN,SVN,148.0
HUN,SWE,156.0
HUN,TAP,120.0
HUN,THA,182.0
HUN,TUR,142.0
HUN,UKR,136.0
HUN,URY,200.0
HUN,USA,242.0
HUN,VNM,258.0
IDN,IRL,224.0
IDN,ISL,206.0
IDN,ITA,202.0
IDN,JOR,218.0
IDN,JPN,220.0
IDN,KAZ,150.0
IDN,KOR,194.0
IDN,KSV,188.0
IDN,LTU,158.0
IDN,LUX,116.0
IDN,LVA,150.0
IDN,MAC,210.0
IDN,MAR,222.0
IDN,MDA,196.0
IDN,MEX,128.0
IDN,MLT,164.0
IDN,MNE,194.0
IDN,MYS,180.0
IDN,NLD,184.0
IDN,NOR,144.0
IDN,NZL,124.0
IDN,PAN,242.0
IDN,PER,240.0
IDN,PHL,176.0
IDN,POL,220.0
IDN,PRT,194.0
IDN,QAT,180.0
IDN,QAZ,170.0
IDN,QCI,162.0
IDN,QMR,192.0
IDN,QRT,126.0
IDN,ROU,182.0
IDN,RUS,170.0
IDN,SAU,230.0
IDN,SGP,144.0
IDN,SRB,168.0
IDN,SVK,172.0
IDN,SVN,192.0
IDN,SWE,166.0
IDN,TAP,140.0
IDN,THA,82.0
IDN,TUR,182.0
IDN,UKR,148.0
IDN,URY,210.0
IDN,USA,134.0
IDN,VNM,152.0
IRL,ISL,148.0
IRL,ITA,118.0
IRL,JOR,178.0
IRL,JPN,178.0
IRL,KAZ,216.0
IRL,KOR,148.0
IRL,KSV,178.0
IRL,LTU,196.0
IRL,LUX,230.0
IRL,LVA,158.0
IRL,MAC,188.0
IRL,MAR,194.0
IRL,MDA,250.0
IRL,MEX,228.0
IRL,MLT,78.0
IRL,MNE,152.0
IRL,MYS,216.0
IRL,NLD,220.0
IRL,NOR,192.0
IRL,NZL,146.0
IRL,PAN,170.0
IRL,PER,188.0
IRL,PHL,270.0
IRL,POL,154.0
IRL,PRT,254.0
IRL,QAT,148.0
IRL,QAZ,146.0
IRL,QCI,150.0
IRL,QMR,226.0
IRL,QRT,152.0
IRL,ROU,144.0
IRL,RUS,156.0
IRL,SAU,148.0
IRL,SGP,208.0
IRL,SRB,192.0
IRL,SVK,148.0
IRL,SVN,152.0
IRL,SWE,136.0
IRL,TAP,216.0
IRL,THA,220.0
IRL,TUR,176.0
IRL,UKR,152.0
IRL,URY,184.0
IRL,USA,198.0
IRL,VNM,218.0
ISL,ITA,162.0
ISL,JOR,148.0
ISL,JPN,220.0
ISL,KAZ,196.0
ISL,KOR,190.0
ISL,KSV,186.0
ISL,LTU,160.0
ISL,LUX,260.0
ISL,LVA,204.0
ISL,MAC,264.0
ISL,MAR,158.0
ISL,MDA,182.0
ISL,MEX,190.0
ISL,MLT,120.0
ISL,MNE,182.0
ISL,MYS,200.0
ISL,NLD,234.0
ISL,NOR,194.0
ISL,NZL,186.0
ISL,PAN,154.0
ISL,PER,170.0
ISL,PHL,228.0
ISL,POL,194.0
ISL,PRT,252.0
ISL,QAT,158.0
ISL,QAZ,120.0
ISL,QCI,198.0
ISL,QMR,228.0
ISL,QRT,130.0
ISL,ROU,214.0
ISL,RUS,186.0
ISL,SAU,182.0
ISL,SGP,190.0
ISL,SRB,214.0
ISL,SVK,116.0
ISL,SVN,226.0
ISL,SWE,196.0
ISL,TAP,234.0
ISL,THA,232.0
ISL,TUR,194.0
ISL,UKR,194.0
ISL,URY,192.0
ISL,USA,236.0
ISL,VNM,228.0
ITA,JOR,158.0
ITA,JPN,220.0
ITA,KAZ,158.0
ITA,KOR,188.0
ITA,KSV,122.0
ITA,LTU,126.0
ITA,LUX,204.0
ITA,LVA,160.0
ITA,MAC,194.0
ITA,MAR,118.0
ITA,MDA,272.0
ITA,MEX,160.0
ITA,MLT,52.0
ITA,MNE,120.0
ITA,MYS,198.0
ITA,NLD,238.0
ITA,NOR,200.0
ITA,NZL,128.0
ITA,PAN,126.0
ITA,PER,164.0
ITA,PHL,226.0
ITA,POL,96.0
ITA,PRT,228.0
ITA,QAT,100.0
ITA,QAZ,96.0
ITA,QCI,226.0
ITA,QMR,188.0
ITA,QRT,130.0
ITA,ROU,150.0
ITA,RUS,92.0
ITA,SAU,130.0
ITA,SGP,196.0
ITA,SRB,126.0
ITA,SVK,84.0
ITA,SVN,108.0
ITA,SWE,176.0
ITA,TAP,228.0
ITA,THA,160.0
ITA,TUR,182.0
ITA,UKR,156.0
ITA,URY,184.0
ITA,USA,202.0
ITA,VNM,236.0
JOR,JPN,242.0
JOR,KAZ,122.0
JOR,KOR,174.0
JOR,KSV,60.0
JOR,LTU,128.0
JOR,LUX,158.0
JOR,LVA,258.0
JOR,MAC,222.0
JOR,MAR,178.0
JOR,MDA,128.0
JOR,MEX,188.0
JOR,MLT,142.0
JOR,MNE,118.0
JOR,MYS,190.0
JOR,NLD,228.0
JOR,NOR,186.0
JOR,NZL,142.0
JOR,PAN,170.0
JOR,PER,188.0
JOR,PHL,240.0
JOR,POL,158.0
JOR,PRT,228.0
JOR,QAT,120.0
JOR,QAZ,120.0
JOR,QCI,216.0
JOR,QMR,124.0
JOR,QRT,160.0
JOR,ROU,148.0
JOR,RUS,128.0
JOR,SAU,78.0
JOR,SGP,214.0
JOR,SRB,128.0
JOR,SVK,124.0
JOR,SVN,190.0
JOR,SWE,236.0
JOR,TAP,226.0
JOR,THA,186.0
JOR,TUR,150.0
JOR,UKR,150.0
JOR,URY,204.0
JOR,USA,226.0
JOR,VNM,178.0
JPN,KAZ,246.0
JPN,KOR,136.0
JPN,KSV,238.0
JPN,LTU,250.0
JPN,LUX,258.0
JPN,LVA,194.0
JPN,MAC,220.0
JPN,MAR,262.0
JPN,MDA,286.0
JPN,MEX,220.0
JPN,MLT,178.0
JPN,MNE,216.0
JPN,MYS,224.0
JPN,NLD,244.0
JPN,NOR,182.0
JPN,NZL,168.0
JPN,PAN,258.0
JPN,PER,254.0
JPN,PHL,262.0
JPN,POL,254.0
JPN,PRT,230.0
JPN,QAT,216.0
JPN,QAZ,246.0
JPN,QCI,208.0
JPN,QMR,248.0
JPN,QRT,226.0
JPN,ROU,172.0
JPN,RUS,220.0
JPN,SAU,214.0
JPN,SGP,242.0
JPN,SRB,224.0
JPN,SVK,258.0
JPN,SVN,214.0
JPN,SWE,228.0
JPN,TAP,240.0
JPN,THA,220.0
JPN,TUR,212.0
JPN,UKR,170.0
JPN,URY,262.0
JPN,USA,192.0
JPN,VNM,248.0
KAZ,KOR,210.0
KAZ,KSV,110.0
KAZ,LTU,54.0
KAZ,LUX,120.0
KAZ,LVA,186.0
KAZ,MAC,212.0
KAZ,MAR,110.0
KAZ,MDA,206.0
KAZ,MEX,80.0
KAZ,MLT,148.0
KAZ,MNE,120.0
KAZ,MYS,156.0
KAZ,NLD,196.0
KAZ,NOR,156.0
KAZ,NZL,126.0
KAZ,PAN,132.0
KAZ,PER,160.0
KAZ,PHL,162.0
KAZ,POL,142.0
KAZ,PRT,156.0
KAZ,QAT,148.0
KAZ,QAZ,88.0
KAZ,QCI,190.0
KAZ,QMR,86.0
KAZ,QRT,84.0
KAZ,ROU,142.0
KAZ,RUS,80.0
KAZ,SAU,122.0
KAZ,SGP,214.0
KAZ,SRB,92.0
KAZ,SVK,106.0
KAZ,SVN,114.0
KAZ,SWE,158.0
KAZ,TAP,148.0
KAZ,THA,116.0
KAZ,TUR,74.0
KAZ,UKR,80.0
KAZ,URY,166.0
KAZ,USA,178.0
KAZ,VNM,154.0
KOR,KSV,180.0
KOR,LTU,184.0
KOR,LUX,190.0
KOR,LVA,198.0
KOR,MAC,190.0
KOR,MAR,226.0
KOR,MDA,202.0
KOR,MEX,184.0
KOR,MLT,146.0
KOR,MNE,188.0
KOR,MYS,218.0
KOR,NLD,222.0
KOR,NOR,222.0
KOR,NZL,118.0
KOR,PAN,190.0
KOR,PER,184.0
KOR,PHL,226.0
KOR,POL,224.0
KOR,PRT,228.0
KOR,QAT,220.0
KOR,QAZ,180.0
KOR,QCI,188.0
KOR,QMR,178.0
KOR,QRT,190.0
KOR,ROU,144.0
KOR,RUS,154.0
KOR,SAU,146.0
KOR,SGP,190.0
KOR,SRB,188.0
KOR,SVK,198.0
KOR,SVN,176.0
KOR,SWE,194.0
KOR,TAP,190.0
KOR,THA,188.0
KOR,TUR,212.0
KOR,UKR,140.0
KOR,URY,224.0
KOR,USA,226.0
KOR,VNM,222.0
KSV,LTU,126.0
KSV,LUX,132.0
KSV,LVA,218.0
KSV,MAC,182.0
KSV,MAR,166.0
KSV,MDA,160.0
KSV,MEX,182.0
KSV,MLT,112.0
KSV,MNE,108.0
KSV,MYS,194.0
KSV,NLD,194.0
KSV,NOR,186.0
KSV,NZL,120.0
KSV,PAN,166.0
KSV,PER,192.0
KSV,PHL,226.0
KSV,POL,122.0
KSV,PRT,198.0
KSV,QAT,94.0
KSV,QAZ,118.0
KSV,QCI,210.0
KSV,QMR,126.0
KSV,QRT,150.0
KSV,ROU,108.0
KSV,RUS,80.0
KSV,SAU,92.0
KSV,SGP,214.0
KSV,SRB,88.0
KSV,SVK,126.0
KSV,SVN,148.0
KSV,SWE,198.0
KSV,TAP,182.0
KSV,THA,154.0
KSV,TUR,136.0
KSV,UKR,148.0
KSV,URY,230.0
KSV,USA,184.0
KSV,VNM,184.0
LTU,LUX,158.0
LTU,LVA,196.0
LTU,MAC,182.0
LTU,MAR,138.0
LTU,MDA,206.0
LTU,MEX,68.0
LTU,MLT,128.0
LTU,MNE,164.0
LTU,MYS,152.0
LTU,NLD,234.0
LTU,NOR,158.0
LTU,NZL,130.0
LTU,PAN,116.0
LTU,PER,156.0
LTU,PHL,142.0
LTU,POL,148.0
LTU,PRT,154.0
LTU,QAT,126.0
LTU,QAZ,64.0
LTU,QCI,202.0
LTU,QMR,110.0
LTU,QRT,92.0
LTU,ROU,148.0
LTU,RUS,92.0
LTU,SAU,126.0
LTU,SGP,180.0
LTU,SRB,128.0
LTU,SVK,74.0
LTU,SVN,144.0
LTU,SWE,164.0
LTU,TAP,188.0
LTU,THA,156.0
LTU,TUR,122.0
LTU,UKR,114.0
LTU,URY,200.0
LTU,USA,218.0
LTU,VNM,206.0
LUX,LVA,218.0
LUX,MAC,244.0
LUX,MAR,188.0
LUX,MDA,194.0
LUX,MEX,154.0
LUX,MLT,198.0
LUX,MNE,166.0
LUX,MYS,188.0
LUX,NLD,198.0
LUX,NOR,178.0
LUX,NZL,126.0
LUX,PAN,206.0
LUX,PER,202.0
LUX,PHL,234.0
LUX,POL,194.0
LUX,PRT,194.0
LUX,QAT,184.0
LUX,QAZ,162.0
LUX,QCI,196.0
LUX,QMR,132.0
LUX,QRT,148.0
LUX,ROU,188.0
LUX,RUS,130.0
LUX,SAU,174.0
LUX,SGP,212.0
LUX,SRB,134.0
LUX,SVK,172.0
LUX,SVN,164.0
LUX,SWE,156.0
LUX,TAP,156.0
LUX,THA,116.0
LUX,TUR,188.0
LUX,UKR,154.0
LUX,URY,200.0
LUX,USA,148.0
LUX,VNM,188.0
LVA,MAC,184.0
LVA,MAR,172.0
LVA,MDA,270.0
LVA,MEX,196.0
LVA,MLT,130.0
LVA,MNE,166.0
LVA,MYS,160.0
LVA,NLD,162.0
LVA,NOR,222.0
LVA,NZL,168.0
LVA,PAN,176.0
LVA,PER,168.0
LVA,PHL,230.0
LVA,POL,194.0
LVA,PRT,222.0
LVA,QAT,152.0
LVA,QAZ,164.0
LVA,QCI,166.0
LVA,QMR,200.0
LVA,QRT,122.0
LVA,ROU,192.0
LVA,RUS,160.0
LVA,SAU,206.0
LVA,SGP,192.0
LVA,SRB,164.0
LVA,SVK,170.0
LVA,SVN,124.0
LVA,SWE,138.0
LVA,TAP,124.0
LVA,THA,146.0
LVA,TUR,184.0
LVA,UKR,128.0
LVA,URY,194.0
LVA,USA,148.0
LVA,VNM,204.0
MAC,MAR,274.0
MAC,MDA,228.0
MAC,MEX,184.0
MAC,MLT,162.0
MAC,MNE,224.0
MAC,MYS,174.0
MAC,NLD,190.0
MAC,NOR,214.0
MAC,NZL,156.0
MAC,PAN,234.0
MAC,PER,266.0
MAC,PHL,190.0
MAC,POL,216.0
MAC,PRT,214.0
MAC,QAT,180.0
