Country,Type,AUC,Rank,Feature,Importance
DOM,BULLY_THREAT,0.9937612204977867,6,ST207Q04HA,0.025342362
DOM,BULLY_THREAT,0.9937612204977867,7,ST207Q03HA,0.025283724
DOM,BULLY_THREAT,0.9937612204977867,8,EMOSUPS,0.025040258
DOM,BULLY_THREAT,0.9937612204977867,9,ST004D01T,0.02457622
DOM,BULLY_THREAT,0.9937612204977867,10,SCREADDIFF,0.020712018
DOM,BULLY_PHYSICAL,0.9929702969881748,1,PERCOOP,0.1442491
DOM,BULLY_PHYSICAL,0.9929702969881748,2,PERCOMP,0.12452374
DOM,BULLY_PHYSICAL,0.9929702969881748,3,ST207Q01HA,0.041792095
DOM,BULLY_PHYSICAL,0.9929702969881748,4,ST207Q05HA,0.03851783
DOM,BULLY_PHYSICAL,0.9929702969881748,5,PV1READ,0.02958436
DOM,BULLY_PHYSICAL,0.9929702969881748,6,BELONG,0.02871135
DOM,BULLY_PHYSICAL,0.9929702969881748,7,ST207Q03HA,0.025825428
DOM,BULLY_PHYSICAL,0.9929702969881748,8,ST207Q04HA,0.02370825
DOM,BULLY_PHYSICAL,0.9929702969881748,9,ST207Q02HA,0.023059035
DOM,BULLY_PHYSICAL,0.9929702969881748,10,EMOSUPS,0.021591924
DOM,BULLY_RELATIONAL,0.9913260280719034,1,PERCOMP,0.13313073
DOM,BULLY_RELATIONAL,0.9913260280719034,2,PERCOOP,0.120396435
DOM,BULLY_RELATIONAL,0.9913260280719034,3,ST207Q05HA,0.08136762
DOM,BULLY_RELATIONAL,0.9913260280719034,4,BELONG,0.035363887
DOM,BULLY_RELATIONAL,0.9913260280719034,5,ST207Q03HA,0.026872672
DOM,BULLY_RELATIONAL,0.9913260280719034,6,PV1READ,0.026470674
DOM,BULLY_RELATIONAL,0.9913260280719034,7,ST207Q04HA,0.02236812
DOM,BULLY_RELATIONAL,0.9913260280719034,8,EMOSUPS,0.02220548
DOM,BULLY_RELATIONAL,0.9913260280719034,9,REPEAT,0.021081174
DOM,BULLY_RELATIONAL,0.9913260280719034,10,ST207Q02HA,0.018992696
ESP,BULLY_VERBAL,0.905013915926225,1,BELONG,0.14115442
ESP,BULLY_VERBAL,0.905013915926225,2,PERCOMP,0.050672673
ESP,BULLY_VERBAL,0.905013915926225,3,ST206Q01HA,0.04405394
ESP,BULLY_VERBAL,0.905013915926225,4,EMOSUPS,0.041560307
ESP,BULLY_VERBAL,0.905013915926225,5,ST207Q01HA,0.040385928
ESP,BULLY_VERBAL,0.905013915926225,6,ST207Q03HA,0.03619067
ESP,BULLY_VERBAL,0.905013915926225,7,ST207Q02HA,0.035793424
ESP,BULLY_VERBAL,0.905013915926225,8,GFOFAIL,0.027652286
ESP,BULLY_VERBAL,0.905013915926225,9,ST004D01T,0.026145287
ESP,BULLY_VERBAL,0.905013915926225,10,PERCOOP,0.02372857
ESP,BULLY_THREAT,0.9517281721646147,1,ST207Q02HA,0.080903694
ESP,BULLY_THREAT,0.9517281721646147,2,ST207Q03HA,0.08025087
ESP,BULLY_THREAT,0.9517281721646147,3,EMOSUPS,0.05945609
ESP,BULLY_THREAT,0.9517281721646147,4,BELONG,0.058483843
ESP,BULLY_THREAT,0.9517281721646147,5,ST207Q01HA,0.052966714
ESP,BULLY_THREAT,0.9517281721646147,6,ST206Q01HA,0.043540556
ESP,BULLY_THREAT,0.9517281721646147,7,PV1READ,0.036154557
ESP,BULLY_THREAT,0.9517281721646147,8,PERCOMP,0.033294946
ESP,BULLY_THREAT,0.9517281721646147,9,ST004D01T,0.03319522
ESP,BULLY_THREAT,0.9517281721646147,10,PV1SCIE,0.03184705
ESP,BULLY_PHYSICAL,0.9086495736034946,1,ST207Q01HA,0.10098644
ESP,BULLY_PHYSICAL,0.9086495736034946,2,ST207Q02HA,0.091525756
ESP,BULLY_PHYSICAL,0.9086495736034946,3,ST207Q03HA,0.0704475
ESP,BULLY_PHYSICAL,0.9086495736034946,4,BELONG,0.05675482
ESP,BULLY_PHYSICAL,0.9086495736034946,5,EMOSUPS,0.05096287
ESP,BULLY_PHYSICAL,0.9086495736034946,6,ST004D01T,0.0367354
ESP,BULLY_PHYSICAL,0.9086495736034946,7,ST207Q05HA,0.032826442
ESP,BULLY_PHYSICAL,0.9086495736034946,8,ST206Q01HA,0.032522205
ESP,BULLY_PHYSICAL,0.9086495736034946,9,PERCOMP,0.032497205
ESP,BULLY_PHYSICAL,0.9086495736034946,10,REPEAT,0.032375205
ESP,BULLY_RELATIONAL,0.9053217457665501,1,BELONG,0.10322424
ESP,BULLY_RELATIONAL,0.9053217457665501,2,EMOSUPS,0.069254026
ESP,BULLY_RELATIONAL,0.9053217457665501,3,ST206Q01HA,0.05960937
ESP,BULLY_RELATIONAL,0.9053217457665501,4,ST207Q01HA,0.04587547
ESP,BULLY_RELATIONAL,0.9053217457665501,5,ST207Q02HA,0.045719467
ESP,BULLY_RELATIONAL,0.9053217457665501,6,PERCOMP,0.04356457
ESP,BULLY_RELATIONAL,0.9053217457665501,7,ST207Q03HA,0.0409819
ESP,BULLY_RELATIONAL,0.9053217457665501,8,PV1MATH,0.031994365
ESP,BULLY_RELATIONAL,0.9053217457665501,9,PV1SCIE,0.030840972
ESP,BULLY_RELATIONAL,0.9053217457665501,10,REPEAT,0.02964871
EST,BULLY_VERBAL,0.9417598207518912,1,BELONG,0.07633547
EST,BULLY_VERBAL,0.9417598207518912,2,PERCOMP,0.037725784
EST,BULLY_VERBAL,0.9417598207518912,3,ST004D01T,0.036264416
EST,BULLY_VERBAL,0.9417598207518912,4,EMOSUPS,0.03553089
EST,BULLY_VERBAL,0.9417598207518912,5,ST207Q02HA,0.027829671
EST,BULLY_VERBAL,0.9417598207518912,6,COMPETE,0.026593465
EST,BULLY_VERBAL,0.9417598207518912,7,DISCLIMA,0.02451514
EST,BULLY_VERBAL,0.9417598207518912,8,GFOFAIL,0.024110885
EST,BULLY_VERBAL,0.9417598207518912,9,ST207Q01HA,0.023269976
EST,BULLY_VERBAL,0.9417598207518912,10,TEACHINT,0.02300469
EST,BULLY_THREAT,0.9881516472750729,1,BELONG,0.058638364
EST,BULLY_THREAT,0.9881516472750729,2,ST207Q01HA,0.050500553
EST,BULLY_THREAT,0.9881516472750729,3,ST004D01T,0.048584398
EST,BULLY_THREAT,0.9881516472750729,4,PV1READ,0.04543984
EST,BULLY_THREAT,0.9881516472750729,5,ST207Q02HA,0.03256209
EST,BULLY_THREAT,0.9881516472750729,6,EMOSUPS,0.031688035
EST,BULLY_THREAT,0.9881516472750729,7,PERCOMP,0.03165135
EST,BULLY_THREAT,0.9881516472750729,8,DISCLIMA,0.026923347
EST,BULLY_THREAT,0.9881516472750729,9,ST207Q03HA,0.026283262
EST,BULLY_THREAT,0.9881516472750729,10,ATTLNACT,0.026270965
EST,BULLY_PHYSICAL,0.9754216787485932,1,ST207Q01HA,0.09513933
EST,BULLY_PHYSICAL,0.9754216787485932,2,ST207Q02HA,0.05517272
EST,BULLY_PHYSICAL,0.9754216787485932,3,ST004D01T,0.04478557
EST,BULLY_PHYSICAL,0.9754216787485932,4,BELONG,0.040904
EST,BULLY_PHYSICAL,0.9754216787485932,5,EMOSUPS,0.03270324
EST,BULLY_PHYSICAL,0.9754216787485932,6,PERCOMP,0.031550597
EST,BULLY_PHYSICAL,0.9754216787485932,7,ST207Q05HA,0.03100702
EST,BULLY_PHYSICAL,0.9754216787485932,8,DISCLIMA,0.025753979
EST,BULLY_PHYSICAL,0.9754216787485932,9,ST207Q04HA,0.025576187
EST,BULLY_PHYSICAL,0.9754216787485932,10,ST207Q03HA,0.025188435
EST,BULLY_RELATIONAL,0.9739083824297113,1,BELONG,0.07888963
EST,BULLY_RELATIONAL,0.9739083824297113,2,ST207Q02HA,0.034655746
EST,BULLY_RELATIONAL,0.9739083824297113,3,ST207Q04HA,0.034650505
EST,BULLY_RELATIONAL,0.9739083824297113,4,EMOSUPS,0.03324921
EST,BULLY_RELATIONAL,0.9739083824297113,5,PERCOMP,0.03233143
EST,BULLY_RELATIONAL,0.9739083824297113,6,ST207Q01HA,0.0299235
EST,BULLY_RELATIONAL,0.9739083824297113,7,PV1READ,0.027614368
EST,BULLY_RELATIONAL,0.9739083824297113,8,PV1SCIE,0.027302397
EST,BULLY_RELATIONAL,0.9739083824297113,9,PERCOOP,0.024494087
EST,BULLY_RELATIONAL,0.9739083824297113,10,ST184Q01HA,0.023292296
FIN,BULLY_VERBAL,0.9648812877876429,1,BELONG,0.091175735
FIN,BULLY_VERBAL,0.9648812877876429,2,ST207Q01HA,0.050378192
FIN,BULLY_VERBAL,0.9648812877876429,3,ST004D01T,0.037133027
FIN,BULLY_VERBAL,0.9648812877876429,4,GFOFAIL,0.034833882
FIN,BULLY_VERBAL,0.9648812877876429,5,ST207Q05HA,0.029692924
FIN,BULLY_VERBAL,0.9648812877876429,6,SWBP,0.029277746
FIN,BULLY_VERBAL,0.9648812877876429,7,ST207Q03HA,0.027900351
FIN,BULLY_VERBAL,0.9648812877876429,8,ST185Q01HA,0.027558176
FIN,BULLY_VERBAL,0.9648812877876429,9,PERCOOP,0.027369974
FIN,BULLY_VERBAL,0.9648812877876429,10,ST207Q02HA,0.026794014
FIN,BULLY_THREAT,0.992695611062958,1,BELONG,0.06247445
FIN,BULLY_THREAT,0.992695611062958,2,ST004D01T,0.046092816
FIN,BULLY_THREAT,0.992695611062958,3,ST207Q05HA,0.042868666
FIN,BULLY_THREAT,0.992695611062958,4,METASUM,0.04225458
FIN,BULLY_THREAT,0.992695611062958,5,SWBP,0.03212705
FIN,BULLY_THREAT,0.992695611062958,6,ST207Q03HA,0.029647777
FIN,BULLY_THREAT,0.992695611062958,7,ST207Q01HA,0.028969212
FIN,BULLY_THREAT,0.992695611062958,8,ST206Q01HA,0.028020138
FIN,BULLY_THREAT,0.992695611062958,9,METASPAM,0.026618859
FIN,BULLY_THREAT,0.992695611062958,10,PERCOMP,0.025350763
FIN,BULLY_PHYSICAL,0.986795791118221,1,ST004D01T,0.08304261
FIN,BULLY_PHYSICAL,0.986795791118221,2,BELONG,0.049558867
FIN,BULLY_PHYSICAL,0.986795791118221,3,ST207Q04HA,0.035112526
FIN,BULLY_PHYSICAL,0.986795791118221,4,EMOSUPS,0.031024406
FIN,BULLY_PHYSICAL,0.986795791118221,5,ST207Q03HA,0.030602055
FIN,BULLY_PHYSICAL,0.986795791118221,6,DISCLIMA,0.029891476
FIN,BULLY_PHYSICAL,0.986795791118221,7,PERCOOP,0.029624881
FIN,BULLY_PHYSICAL,0.986795791118221,8,ST207Q02HA,0.02943692
FIN,BULLY_PHYSICAL,0.986795791118221,9,GFOFAIL,0.028014986
FIN,BULLY_PHYSICAL,0.986795791118221,10,ST207Q01HA,0.026312161
FIN,BULLY_RELATIONAL,0.9829591648189209,1,BELONG,0.09961844
FIN,BULLY_RELATIONAL,0.9829591648189209,2,SWBP,0.042070974
FIN,BULLY_RELATIONAL,0.9829591648189209,3,ST207Q01HA,0.030932296
FIN,BULLY_RELATIONAL,0.9829591648189209,4,PERCOMP,0.030192394
FIN,BULLY_RELATIONAL,0.9829591648189209,5,ST207Q05HA,0.029458368
FIN,BULLY_RELATIONAL,0.9829591648189209,6,PERCOOP,0.027580963
FIN,BULLY_RELATIONAL,0.9829591648189209,7,GFOFAIL,0.025560666
FIN,BULLY_RELATIONAL,0.9829591648189209,8,PV1MATH,0.02526737
FIN,BULLY_RELATIONAL,0.9829591648189209,9,SCREADDIFF,0.02504983
FIN,BULLY_RELATIONAL,0.9829591648189209,10,GRADE,0.023909912
FRA,BULLY_VERBAL,0.9686047192458573,1,ST207Q02HA,0.07822037
FRA,BULLY_VERBAL,0.9686047192458573,2,BELONG,0.061857566
FRA,BULLY_VERBAL,0.9686047192458573,3,ST207Q01HA,0.051436163
FRA,BULLY_VERBAL,0.9686047192458573,4,ST207Q05HA,0.046621483
FRA,BULLY_VERBAL,0.9686047192458573,5,ST207Q04HA,0.03611456
FRA,BULLY_VERBAL,0.9686047192458573,6,PERCOMP,0.035720047
FRA,BULLY_VERBAL,0.9686047192458573,7,ST207Q03HA,0.034138504
FRA,BULLY_VERBAL,0.9686047192458573,8,PERCOOP,0.027739221
FRA,BULLY_VERBAL,0.9686047192458573,9,GFOFAIL,0.026520535
FRA,BULLY_VERBAL,0.9686047192458573,10,ST185Q01HA,0.02320696
FRA,BULLY_THREAT,0.9860756106338412,1,BELONG,0.063591495
FRA,BULLY_THREAT,0.9860756106338412,2,ST206Q01HA,0.059763007
FRA,BULLY_THREAT,0.9860756106338412,3,ST207Q03HA,0.051728904
FRA,BULLY_THREAT,0.9860756106338412,4,PV1SCIE,0.036298145
FRA,BULLY_THREAT,0.9860756106338412,5,ST207Q04HA,0.033531778
FRA,BULLY_THREAT,0.9860756106338412,6,PV1READ,0.03337309
FRA,BULLY_THREAT,0.9860756106338412,7,ST207Q02HA,0.03099087
FRA,BULLY_THREAT,0.9860756106338412,8,ST207Q05HA,0.029959152
FRA,BULLY_THREAT,0.9860756106338412,9,REPEAT,0.029549025
FRA,BULLY_THREAT,0.9860756106338412,10,EMOSUPS,0.028722117
FRA,BULLY_PHYSICAL,0.9795265559359478,1,BELONG,0.061285183
FRA,BULLY_PHYSICAL,0.9795265559359478,2,ST207Q01HA,0.04865535
FRA,BULLY_PHYSICAL,0.9795265559359478,3,ST207Q03HA,0.04606881
FRA,BULLY_PHYSICAL,0.9795265559359478,4,GRADE,0.04056712
FRA,BULLY_PHYSICAL,0.9795265559359478,5,ST206Q01HA,0.039951973
FRA,BULLY_PHYSICAL,0.9795265559359478,6,EMOSUPS,0.035149977
FRA,BULLY_PHYSICAL,0.9795265559359478,7,ST207Q02HA,0.033160947
FRA,BULLY_PHYSICAL,0.9795265559359478,8,PV1READ,0.032920487
FRA,BULLY_PHYSICAL,0.9795265559359478,9,ST207Q04HA,0.029786987
FRA,BULLY_PHYSICAL,0.9795265559359478,10,PV1SCIE,0.029719193
FRA,BULLY_RELATIONAL,0.9742437829602294,1,BELONG,0.06541288
FRA,BULLY_RELATIONAL,0.9742437829602294,2,ST207Q02HA,0.047581352
FRA,BULLY_RELATIONAL,0.9742437829602294,3,EMOSUPS,0.038302574
FRA,BULLY_RELATIONAL,0.9742437829602294,4,PERCOMP,0.03747692
FRA,BULLY_RELATIONAL,0.9742437829602294,5,ST207Q05HA,0.036280237
FRA,BULLY_RELATIONAL,0.9742437829602294,6,ST207Q04HA,0.029938513
FRA,BULLY_RELATIONAL,0.9742437829602294,7,PV1SCIE,0.029222114
FRA,BULLY_RELATIONAL,0.9742437829602294,8,ST206Q01HA,0.027780935
FRA,BULLY_RELATIONAL,0.9742437829602294,9,ST207Q03HA,0.027258756
FRA,BULLY_RELATIONAL,0.9742437829602294,10,ST207Q01HA,0.027246946
GBR,BULLY_VERBAL,0.889582822444094,1,BELONG,0.15043789
GBR,BULLY_VERBAL,0.889582822444094,2,ST207Q02HA,0.041282345
GBR,BULLY_VERBAL,0.889582822444094,3,ST004D01T,0.038178444
GBR,BULLY_VERBAL,0.889582822444094,4,ST185Q01HA,0.03593152
GBR,BULLY_VERBAL,0.889582822444094,5,GFOFAIL,0.03287937
GBR,BULLY_VERBAL,0.889582822444094,6,DISCLIMA,0.027933618
GBR,BULLY_VERBAL,0.889582822444094,7,ST207Q05HA,0.0269303
GBR,BULLY_VERBAL,0.889582822444094,8,ST207Q01HA,0.026766643
GBR,BULLY_VERBAL,0.889582822444094,9,ST207Q04HA,0.024524894
GBR,BULLY_VERBAL,0.889582822444094,10,PERCOMP,0.024163365
GBR,BULLY_THREAT,0.9466923687863792,1,BELONG,0.122468784
GBR,BULLY_THREAT,0.9466923687863792,2,ST207Q02HA,0.041306015
GBR,BULLY_THREAT,0.9466923687863792,3,ST004D01T,0.03588279
GBR,BULLY_THREAT,0.9466923687863792,4,ST207Q04HA,0.034738872
GBR,BULLY_THREAT,0.9466923687863792,5,DISCLIMA,0.03187447
GBR,BULLY_THREAT,0.9466923687863792,6,SWBP,0.031070564
GBR,BULLY_THREAT,0.9466923687863792,7,ST207Q01HA,0.029525619
GBR,BULLY_THREAT,0.9466923687863792,8,PV1READ,0.028918855
GBR,BULLY_THREAT,0.9466923687863792,9,ST207Q03HA,0.0281871
GBR,BULLY_THREAT,0.9466923687863792,10,ST184Q01HA,0.027099011
GBR,BULLY_PHYSICAL,0.9316231082717839,1,BELONG,0.10267172
GBR,BULLY_PHYSICAL,0.9316231082717839,2,ST004D01T,0.050166707
GBR,BULLY_PHYSICAL,0.9316231082717839,3,ST207Q04HA,0.04692723
GBR,BULLY_PHYSICAL,0.9316231082717839,4,DISCLIMA,0.03540466
GBR,BULLY_PHYSICAL,0.9316231082717839,5,ST207Q02HA,0.03326524
GBR,BULLY_PHYSICAL,0.9316231082717839,6,ST207Q01HA,0.030639648
GBR,BULLY_PHYSICAL,0.9316231082717839,7,ST184Q01HA,0.029318813
GBR,BULLY_PHYSICAL,0.9316231082717839,8,ST206Q01HA,0.027460098
GBR,BULLY_PHYSICAL,0.9316231082717839,9,ST207Q03HA,0.026986973
GBR,BULLY_PHYSICAL,0.9316231082717839,10,SWBP,0.025239773
GBR,BULLY_RELATIONAL,0.9278076384468491,1,BELONG,0.14438994
GBR,BULLY_RELATIONAL,0.9278076384468491,2,ST207Q01HA,0.048353005
GBR,BULLY_RELATIONAL,0.9278076384468491,3,SWBP,0.042148672
GBR,BULLY_RELATIONAL,0.9278076384468491,4,ST207Q02HA,0.03061813
GBR,BULLY_RELATIONAL,0.9278076384468491,5,GFOFAIL,0.028545273
GBR,BULLY_RELATIONAL,0.9278076384468491,6,ST207Q03HA,0.027973121
GBR,BULLY_RELATIONAL,0.9278076384468491,7,DISCLIMA,0.0273879
GBR,BULLY_RELATIONAL,0.9278076384468491,8,PV1READ,0.025647117
GBR,BULLY_RELATIONAL,0.9278076384468491,9,PERCOMP,0.023840066
GBR,BULLY_RELATIONAL,0.9278076384468491,10,ST207Q04HA,0.022954037
GEO,BULLY_VERBAL,0.965490049475166,1,BELONG,0.074985996
GEO,BULLY_VERBAL,0.965490049475166,2,ST207Q02HA,0.041211326
GEO,BULLY_VERBAL,0.965490049475166,3,PERCOMP,0.036665797
GEO,BULLY_VERBAL,0.965490049475166,4,ST185Q01HA,0.030357918
GEO,BULLY_VERBAL,0.965490049475166,5,PERCOOP,0.029448306
GEO,BULLY_VERBAL,0.965490049475166,6,MASTGOAL,0.02701291
GEO,BULLY_VERBAL,0.965490049475166,7,ATTLNACT,0.026931768
GEO,BULLY_VERBAL,0.965490049475166,8,ST207Q04HA,0.026753454
GEO,BULLY_VERBAL,0.965490049475166,9,GFOFAIL,0.026621148
GEO,BULLY_VERBAL,0.965490049475166,10,DISCLIMA,0.026554221
GEO,BULLY_THREAT,0.9799964446580988,1,ST207Q01HA,0.06775106
GEO,BULLY_THREAT,0.9799964446580988,2,BELONG,0.05563752
GEO,BULLY_THREAT,0.9799964446580988,3,ST207Q02HA,0.053818725
GEO,BULLY_THREAT,0.9799964446580988,4,ST004D01T,0.037176292
GEO,BULLY_THREAT,0.9799964446580988,5,EMOSUPS,0.034077924
GEO,BULLY_THREAT,0.9799964446580988,6,PV1READ,0.03384866
GEO,BULLY_THREAT,0.9799964446580988,7,SCREADDIFF,0.030228274
GEO,BULLY_THREAT,0.9799964446580988,8,MASTGOAL,0.029883109
GEO,BULLY_THREAT,0.9799964446580988,9,PERCOMP,0.029470583
GEO,BULLY_THREAT,0.9799964446580988,10,ST207Q03HA,0.029248651
GEO,BULLY_PHYSICAL,0.9542054225212745,1,ST207Q02HA,0.08192685
GEO,BULLY_PHYSICAL,0.9542054225212745,2,BELONG,0.07060233
GEO,BULLY_PHYSICAL,0.9542054225212745,3,EMOSUPS,0.05120702
GEO,BULLY_PHYSICAL,0.9542054225212745,4,ST207Q01HA,0.04178047
GEO,BULLY_PHYSICAL,0.9542054225212745,5,ST004D01T,0.041188806
GEO,BULLY_PHYSICAL,0.9542054225212745,6,PERCOOP,0.03026625
GEO,BULLY_PHYSICAL,0.9542054225212745,7,ST207Q05HA,0.029481702
GEO,BULLY_PHYSICAL,0.9542054225212745,8,PERCOMP,0.027769988
GEO,BULLY_PHYSICAL,0.9542054225212745,9,PV1READ,0.027469954
GEO,BULLY_PHYSICAL,0.9542054225212745,10,ST207Q03HA,0.026676932
GEO,BULLY_RELATIONAL,0.9596141690349747,1,BELONG,0.06312304
GEO,BULLY_RELATIONAL,0.9596141690349747,2,ST207Q01HA,0.052744966
GEO,BULLY_RELATIONAL,0.9596141690349747,3,ST207Q02HA,0.051867124
GEO,BULLY_RELATIONAL,0.9596141690349747,4,EMOSUPS,0.031874977
GEO,BULLY_RELATIONAL,0.9596141690349747,5,PERCOOP,0.030326651
GEO,BULLY_RELATIONAL,0.9596141690349747,6,PV1READ,0.029818937
GEO,BULLY_RELATIONAL,0.9596141690349747,7,PERCOMP,0.029611055
GEO,BULLY_RELATIONAL,0.9596141690349747,8,ST207Q04HA,0.029311728
GEO,BULLY_RELATIONAL,0.9596141690349747,9,DISCLIMA,0.027382752
GEO,BULLY_RELATIONAL,0.9596141690349747,10,ATTLNACT,0.026146851
GRC,BULLY_VERBAL,0.9439959997629951,1,BELONG,0.05607235
GRC,BULLY_VERBAL,0.9439959997629951,2,ST004D01T,0.038383376
GRC,BULLY_VERBAL,0.9439959997629951,3,ST207Q01HA,0.034436647
GRC,BULLY_VERBAL,0.9439959997629951,4,ST207Q05HA,0.03352969
GRC,BULLY_VERBAL,0.9439959997629951,5,PERCOMP,0.031666443
GRC,BULLY_VERBAL,0.9439959997629951,6,ST207Q03HA,0.030619396
GRC,BULLY_VERBAL,0.9439959997629951,7,ST206Q01HA,0.029247813
GRC,BULLY_VERBAL,0.9439959997629951,8,EMOSUPS,0.027688242
GRC,BULLY_VERBAL,0.9439959997629951,9,PERCOOP,0.026234807
GRC,BULLY_VERBAL,0.9439959997629951,10,GFOFAIL,0.025965914
GRC,BULLY_THREAT,0.9788056917777456,1,ST207Q02HA,0.10042002
GRC,BULLY_THREAT,0.9788056917777456,2,PV1READ,0.07015303
GRC,BULLY_THREAT,0.9788056917777456,3,ST207Q01HA,0.05122401
GRC,BULLY_THREAT,0.9788056917777456,4,ST004D01T,0.03884295
GRC,BULLY_THREAT,0.9788056917777456,5,ST207Q04HA,0.03613904
GRC,BULLY_THREAT,0.9788056917777456,6,ST206Q01HA,0.035749264
GRC,BULLY_THREAT,0.9788056917777456,7,BELONG,0.033081103
GRC,BULLY_THREAT,0.9788056917777456,8,EMOSUPS,0.030924156
GRC,BULLY_THREAT,0.9788056917777456,9,ST207Q03HA,0.028966604
GRC,BULLY_THREAT,0.9788056917777456,10,PERCOMP,0.028547952
GRC,BULLY_PHYSICAL,0.9613535495728,1,ST207Q01HA,0.15366827
GRC,BULLY_PHYSICAL,0.9613535495728,2,ST207Q02HA,0.078303546
GRC,BULLY_PHYSICAL,0.9613535495728,3,ST207Q04HA,0.05828535
GRC,BULLY_PHYSICAL,0.9613535495728,4,EMOSUPS,0.049418017
GRC,BULLY_PHYSICAL,0.9613535495728,5,ST004D01T,0.04153501
GRC,BULLY_PHYSICAL,0.9613535495728,6,PV1READ,0.029892227
GRC,BULLY_PHYSICAL,0.9613535495728,7,ST207Q03HA,0.026283374
GRC,BULLY_PHYSICAL,0.9613535495728,8,BELONG,0.026265213
GRC,BULLY_PHYSICAL,0.9613535495728,9,PERCOMP,0.024899583
GRC,BULLY_PHYSICAL,0.9613535495728,10,PERCOOP,0.021333562
GRC,BULLY_RELATIONAL,0.9659416011988556,1,BELONG,0.08460909
GRC,BULLY_RELATIONAL,0.9659416011988556,2,ST207Q02HA,0.04206606
GRC,BULLY_RELATIONAL,0.9659416011988556,3,EMOSUPS,0.040299427
GRC,BULLY_RELATIONAL,0.9659416011988556,4,ST207Q01HA,0.038874216
GRC,BULLY_RELATIONAL,0.9659416011988556,5,PV1READ,0.03523322
GRC,BULLY_RELATIONAL,0.9659416011988556,6,PERCOMP,0.03162598
GRC,BULLY_RELATIONAL,0.9659416011988556,7,ST004D01T,0.031605694
GRC,BULLY_RELATIONAL,0.9659416011988556,8,ST207Q04HA,0.029444182
GRC,BULLY_RELATIONAL,0.9659416011988556,9,ST207Q05HA,0.029270887
GRC,BULLY_RELATIONAL,0.9659416011988556,10,ST207Q03HA,0.02692444
HKG,BULLY_VERBAL,0.9190774181032075,1,ST004D01T,0.07235727
HKG,BULLY_VERBAL,0.9190774181032075,2,ST185Q01HA,0.047745526
HKG,BULLY_VERBAL,0.9190774181032075,3,BELONG,0.035377614
HKG,BULLY_VERBAL,0.9190774181032075,4,EMOSUPS,0.02920934
HKG,BULLY_VERBAL,0.9190774181032075,5,DISCLIMA,0.028292662
HKG,BULLY_VERBAL,0.9190774181032075,6,GFOFAIL,0.027715875
HKG,BULLY_VERBAL,0.9190774181032075,7,WORKMAST,0.02605922
HKG,BULLY_VERBAL,0.9190774181032075,8,ST207Q02HA,0.025585208
HKG,BULLY_VERBAL,0.9190774181032075,9,SWBP,0.023097169
HKG,BULLY_VERBAL,0.9190774181032075,10,METASUM,0.02270711
HKG,BULLY_THREAT,0.9804284802886982,1,BELONG,0.0756084
HKG,BULLY_THREAT,0.9804284802886982,2,ST004D01T,0.058227334
HKG,BULLY_THREAT,0.9804284802886982,3,PV1READ,0.032905325
HKG,BULLY_THREAT,0.9804284802886982,4,DISCLIMA,0.032184325
HKG,BULLY_THREAT,0.9804284802886982,5,GFOFAIL,0.029198123
HKG,BULLY_THREAT,0.9804284802886982,6,EMOSUPS,0.028926125
HKG,BULLY_THREAT,0.9804284802886982,7,ATTLNACT,0.027760498
HKG,BULLY_THREAT,0.9804284802886982,8,SCREADDIFF,0.027091956
HKG,BULLY_THREAT,0.9804284802886982,9,ST207Q04HA,0.0257517
HKG,BULLY_THREAT,0.9804284802886982,10,METASPAM,0.02549692
HKG,BULLY_PHYSICAL,0.944331194729168,1,ST004D01T,0.0758893
HKG,BULLY_PHYSICAL,0.944331194729168,2,BELONG,0.044883806
HKG,BULLY_PHYSICAL,0.944331194729168,3,ST207Q02HA,0.03118805
HKG,BULLY_PHYSICAL,0.944331194729168,4,DISCLIMA,0.030770816
HKG,BULLY_PHYSICAL,0.944331194729168,5,EMOSUPS,0.029034093
HKG,BULLY_PHYSICAL,0.944331194729168,6,ST207Q01HA,0.0277801
HKG,BULLY_PHYSICAL,0.944331194729168,7,ST185Q01HA,0.023964657
HKG,BULLY_PHYSICAL,0.944331194729168,8,ATTLNACT,0.023833433
HKG,BULLY_PHYSICAL,0.944331194729168,9,RATCMP2,0.02339482
HKG,BULLY_PHYSICAL,0.944331194729168,10,EUDMO,0.022785593
HKG,BULLY_RELATIONAL,0.9605479005696608,1,BELONG,0.08523997
HKG,BULLY_RELATIONAL,0.9605479005696608,2,ST004D01T,0.04623409
HKG,BULLY_RELATIONAL,0.9605479005696608,3,ST207Q01HA,0.035143584
HKG,BULLY_RELATIONAL,0.9605479005696608,4,EMOSUPS,0.03065303
HKG,BULLY_RELATIONAL,0.9605479005696608,5,ST207Q02HA,0.030424934
HKG,BULLY_RELATIONAL,0.9605479005696608,6,DISCLIMA,0.02863586
HKG,BULLY_RELATIONAL,0.9605479005696608,7,PERCOOP,0.025184294
HKG,BULLY_RELATIONAL,0.9605479005696608,8,PV1READ,0.02414426
HKG,BULLY_RELATIONAL,0.9605479005696608,9,ST207Q05HA,0.024134856
HKG,BULLY_RELATIONAL,0.9605479005696608,10,ST207Q04HA,0.02364716
HRV,BULLY_VERBAL,0.9668695285951731,1,BELONG,0.082968555
HRV,BULLY_VERBAL,0.9668695285951731,2,PERCOMP,0.04825887
HRV,BULLY_VERBAL,0.9668695285951731,3,ST207Q05HA,0.03275565
